43;2025-11-24 19:32:17
48;2025-11-24 19:34:26
53;2025-11-25 19:52:57
128;2025-12-04 08:25:28
104;2025-12-04 08:31:29
107;2025-12-04 08:35:15
77;2025-12-04 11:22:34
67;2025-12-04 11:50:51
100;2026-01-08 08:45:50
107;2026-01-08 08:49:31
99;2026-01-08 13:43:09
114;2026-01-08 13:45:29
103;2026-01-14 13:17:36
67;2026-01-15 08:31:08
114;2026-01-15 08:39:00
109;2026-01-21 16:47:23
160;2026-01-21 16:56:48
218;2026-01-21 17:03:07
56;2026-01-21 17:06:00
117;2026-01-21 17:11:16
